farmer_id,farm_id,farm_type,size_ha,disposition,age,inherited,succession_stage,loan_principal,loan_rate,current_debt,debt_payments,debt_maturity,debt_free,debt_asset_ratio,n_holdings,n_local_links,n_catchment_links,Build_Wetland,Clean_Races,Farm_Plan,Riparian_Planting,x,y
26951,29437,Forest,288,for_profit,47,FALSE,3,1005188,3,576338.2300772041,67564,15,FALSE,0.385,4,10,11,0,0,0,0,139,39
26952,28739,Forest,144,pro_environmental,52,FALSE,2,849227,3,486915.8665978641,57081,15,FALSE,0.413,2,15,12,1,0,0,1,60,124
26953,29499,Dairy,96,for_profit,48,FALSE,3,1246887,3,1000523.0192732601,83810,10,FALSE,0.569,4,14,14,1,0,1,1,120,51
26954,29237,Dairy,32,for_profit,55,FALSE,2,241075,3,138223.63459955947,16204,15,FALSE,0.373,2,12,15,1,0,1,0,146,239
26955,28918,Dairy,128,for_profit,70,FALSE,1,1280,3,1280,86,0,FALSE,0.12,3,11,13,2,3,3,3,143,82
26956,29917,Forest,784,for_profit,61,FALSE,2,3121327,3,1789655.3467333368,209802,15,FALSE,0.404,2,10,13,0,0,0,0,21,248
26957,28856,Dairy,96,for_profit,62,FALSE,2,1225430,3,702616.9803892488,82368,15,FALSE,0.357,3,13,10,2,1,0,0,79,193
26958,30303,Dairy,512,for_profit,79,FALSE,1,14152,3,14152,1185,5,FALSE,0.002,6,9,9,5,4,4,2,98,220
26959,30560,Dairy,112,for_profit,66,FALSE,3,1351233,3,1351233,90824,5,FALSE,0.678,3,8,11,0,0,3,2,56,200
26960,29768,SNB,368,for_profit,65,FALSE,1,0,0,0,0,21,TRUE,0,5,8,13,1,0,4,1,148,60
26961,30321,Forest,288,for_profit,62,FALSE,2,1331694,3,1331694,89511,5,FALSE,0.684,2,13,17,0,0,0,0,179,32
26962,30366,SNB,80,pro_environmental,54,FALSE,6,173549,3,99506.68282119236,11665,15,FALSE,0.383,3,13,12,0,0,0,1,102,237
26963,30192,Dairy,336,pro_environmental,60,FALSE,2,3287223,3,2637722.8096728125,220953,10,FALSE,0.532,5,9,10,0,1,3,0,109,72
26964,30310,Forest,128,pro_environmental,48,FALSE,2,365274,3,293101.9774382288,24552,10,FALSE,0.523,4,14,10,1,0,1,1,80,123
26965,29264,SNB,336,for_profit,50,FALSE,3,724398,3,724398,48691,5,FALSE,0.661,4,12,10,1,0,2,0,109,59
26966,30458,Forest,64,for_profit,50,FALSE,3,252565,3,252565,16976,5,FALSE,0.571,1,17,13,0,0,0,0,54,218
26967,28771,Forest,256,for_profit,73,FALSE,1,0,0,0,0,21,TRUE,0,2,8,10,1,0,1,0,61,140
26968,29146,Dairy,96,for_profit,54,FALSE,3,1197947,3,961252.743327458,80521,10,FALSE,0.55,1,9,13,1,1,0,0,69,286
26969,29862,Forest,96,pro_environmental,50,FALSE,3,437918,3,437918,29435,5,FALSE,0.668,1,9,16,0,0,0,0,76,255
26970,29198,Dairy,208,for_profit,58,FALSE,2,2089788,3,2089788,140467,5,FALSE,0.609,6,10,16,0,1,0,3,136,133
26971,29145,Forest,144,pro_environmental,58,FALSE,3,595645,3,595645,40037,5,FALSE,0.64,3,14,13,0,0,0,0,133,77
26972,28740,Forest,432,for_profit,80,FALSE,1,0,0,0,0,21,TRUE,0,3,10,12,0,0,0,0,39,223
26973,30205,Dairy,32,for_profit,51,FALSE,3,464616,3,464616,31229,5,FALSE,0.739,1,14,13,0,1,1,0,52,238
26974,29524,Dairy,192,pro_environmental,44,FALSE,2,1789059,3,1789059,120253,5,FALSE,0.67,4,9,15,0,1,3,0,129,88
26975,29866,SNB,96,for_profit,63,FALSE,1,204893,3,63071.855506877335,13772,20,FALSE,0.183,2,10,17,0,0,0,1,140,197
26976,28798,Crop,112,for_profit,71,FALSE,2,1529028,3,470678.0274678473,102775,20,FALSE,0.193,1,11,8,0,0,0,0,99,159
26977,29588,Dairy,112,for_profit,76,FALSE,1,3808,3,3808,446,10,FALSE,0.001,2,13,8,0,2,1,0,97,252
26978,29491,Dairy,48,for_profit,39,FALSE,3,559056,3,559056,37577,5,FALSE,0.623,2,9,10,0,2,2,0,42,258
26979,29910,Dairy,288,for_profit,59,FALSE,3,3749567,3,3749567,252030,5,FALSE,0.654,3,13,10,2,0,2,2,69,162
26980,29806,Forest,160,for_profit,72,FALSE,2,0,0,0,0,21,TRUE,0,2,13,16,1,0,0,0,126,44
26981,29849,SNB,256,for_profit,57,FALSE,2,418157,3,335536.18264545914,28107,10,FALSE,0.562,2,13,12,0,0,0,0,96,110
26982,28875,Forest,80,for_profit,65,FALSE,3,346163,3,198477.2706580413,23268,15,FALSE,0.359,1,16,10,0,0,0,0,72,145
26983,30478,Dairy,160,for_profit,63,FALSE,3,2092094,3,644005.654047747,140622,20,FALSE,0.24,3,15,10,1,0,0,1,69,137
26984,29501,SNB,96,for_profit,60,FALSE,2,120686,3,120686,10109,10,FALSE,0.591,2,13,8,2,0,0,2,105,71
26985,29937,SNB,464,for_profit,77,FALSE,1,64,3,64,4,5,FALSE,0,6,10,14,1,0,2,3,97,94
26986,29114,Dairy,112,for_profit,41,FALSE,3,1127208,3,1127208,75766,5,FALSE,0.633,3,12,13,0,0,2,0,140,72
26987,29373,Forest,96,for_profit,59,FALSE,2,420995,3,420995,28297,5,FALSE,0.643,1,9,16,0,0,0,0,35,271
26988,30452,Dairy,208,for_profit,63,FALSE,2,2571798,3,2063653.8033686548,172865,10,FALSE,0.505,1,14,10,1,0,1,0,118,144
26989,29064,SNB,64,for_profit,50,FALSE,2,64,3,64,4,0,FALSE,0,3,14,18,3,0,2,1,133,59
26990,29784,Forest,80,for_profit,60,FALSE,1,0,0,0,0,21,TRUE,0,1,9,8,0,0,0,0,54,276
26991,30078,Forest,80,for_profit,62,FALSE,4,979618,3,979618,65846,5,FALSE,0.672,1,11,17,0,0,0,0,59,253
26992,29428,Forest,80,for_profit,33,FALSE,4,458229,3,458229,30800,5,FALSE,0.645,1,11,11,0,0,0,0,119,156
26993,29787,Dairy,144,for_profit,57,FALSE,3,1875092,3,1504605.2362845517,126036,10,FALSE,0.537,2,13,13,1,0,0,0,46,243
26994,29633,Forest,48,for_profit,55,FALSE,4,219666,3,219666,14765,5,FALSE,0.668,2,9,10,0,0,0,0,115,85
26995,29611,Dairy,112,for_profit,73,FALSE,1,1920,3,1920,129,0,FALSE,0,2,12,16,2,0,0,0,106,126
26996,30340,Forest,32,pro_environmental,73,FALSE,1,0,0,0,0,21,TRUE,0,1,11,13,0,0,0,0,83,272
26997,29069,Dairy,144,for_profit,52,FALSE,3,1991433,3,1597959.2038736518,133856,10,FALSE,0.601,2,12,9,0,0,0,1,85,165
26998,30013,Dairy,32,for_profit,50,FALSE,4,326760,3,262197.69857070484,21963,10,FALSE,0.506,2,7,13,0,0,0,2,119,175
26999,28871,Dairy,112,for_profit,59,FALSE,4,1295359,3,1039417.764178142,87068,10,FALSE,0.529,2,16,14,0,0,0,0,116,95
27000,29522,Forest,224,pro_environmental,63,FALSE,3,1163680,3,933756.3284146097,78218,10,FALSE,0.603,1,13,12,0,0,0,0,48,153
27001,29356,Dairy,192,for_profit,70,FALSE,2,1633,3,1633,191,10,FALSE,0,3,16,12,2,0,3,0,73,128
27002,30104,Crop,32,for_profit,64,FALSE,2,486230,3,278786.5927671629,32682,15,FALSE,0.4,1,11,9,0,0,0,1,116,126
27003,29626,Dairy,64,for_profit,60,FALSE,1,808014,3,463285.8317425218,54311,15,FALSE,0.382,3,17,13,1,1,0,0,88,133
27004,29819,Dairy,208,for_profit,81,FALSE,1,768,3,768,52,5,FALSE,0,2,11,13,0,0,2,0,26,275
27005,30328,Forest,160,for_profit,54,FALSE,3,1795150,3,552597.8994556712,120662,20,FALSE,0.331,3,13,10,0,0,0,0,88,164
27006,29778,Forest,112,for_profit,68,FALSE,4,566787,3,454799.38480779197,38097,10,FALSE,0.476,2,11,12,0,1,0,1,111,110
27007,30583,Forest,32,for_profit,50,FALSE,4,297667,3,297667,20008,5,FALSE,0.74,2,12,16,0,0,0,0,56,256
27008,29832,SNB,272,for_profit,61,FALSE,3,431607,3,132860.83145718402,29011,20,FALSE,0.212,2,13,13,0,0,0,0,50,129
27009,29656,Forest,96,for_profit,62,FALSE,2,248960,3,76636.92340388487,16734,20,FALSE,0.19,2,11,9,0,0,0,0,103,228
27010,29764,Dairy,96,for_profit,82,FALSE,2,4000,3,4000,269,5,FALSE,0.002,2,12,15,0,0,0,1,20,252
27011,28899,Dairy,208,for_profit,62,FALSE,3,1716859,3,528497.7172167029,115400,20,FALSE,0.194,4,10,11,0,0,1,0,56,202
27012,29119,Dairy,160,for_profit,67,FALSE,3,640,3,513.5467226259368,43,10,FALSE,0,1,10,10,0,0,1,0,44,273
27013,29091,Dairy,352,for_profit,78,FALSE,1,13600,3,13600,914,0,FALSE,0,4,10,10,3,1,0,2,71,113
27014,28820,Crop,64,for_profit,55,FALSE,2,941584,3,755542.7769953439,63289,10,FALSE,0.515,1,10,13,0,0,0,0,132,130
27015,29152,Forest,112,for_profit,55,FALSE,3,722319,3,414151.43635930395,48551,15,FALSE,0.355,2,11,12,1,0,0,0,121,111
27016,30438,Forest,64,for_profit,33,FALSE,3,306064,3,306064,20572,5,FALSE,0.692,1,12,17,0,0,0,0,73,177
27017,29658,SNB,96,for_profit,62,FALSE,3,1104045,3,633019.2374218423,74209,15,FALSE,0.41,2,18,11,0,0,0,0,77,276
27018,30169,Forest,96,pro_environmental,63,FALSE,3,325755,3,261391.2697328313,21896,10,FALSE,0.513,1,11,18,0,0,0,0,46,222
27019,29821,Dairy,96,for_profit,62,FALSE,2,1113578,3,1113578,74850,5,FALSE,0.71,2,10,14,0,1,0,1,79,134
27020,29977,Dairy,128,for_profit,55,FALSE,3,1485266,3,851597.4898564733,99833,15,FALSE,0.403,4,13,10,2,0,0,0,93,122
27021,28996,Forest,384,for_profit,60,FALSE,3,5122529,3,4110403.092978621,344314,10,FALSE,0.508,1,10,17,0,0,0,0,72,257
27022,29066,Forest,384,for_profit,68,FALSE,3,1713246,3,982312.9278571268,115157,15,FALSE,0.37,1,12,15,0,0,0,0,107,148
27023,29931,SNB,144,for_profit,66,FALSE,3,271955,3,155929.10317338252,18280,15,FALSE,0.379,2,14,12,0,0,1,0,13,300
27024,30172,Dairy,80,pro_environmental,64,FALSE,2,964863,3,553217.3421160831,64854,15,FALSE,0.38,1,12,8,0,0,0,0,61,163
27025,29903,Forest,96,for_profit,58,FALSE,4,401947,3,322529.0070614491,27017,10,FALSE,0.486,1,11,12,0,0,0,0,46,150
27026,30206,Forest,800,pro_environmental,52,FALSE,3,2034318,3,626220.5685457272,136738,20,FALSE,0.146,9,11,15,0,0,0,0,159,12
27027,29646,Crop,96,for_profit,41,FALSE,4,1333555,3,1333555,89636,5,FALSE,0.641,2,11,10,2,0,0,0,114,91
27028,30486,Dairy,64,for_profit,47,FALSE,3,627303,3,627303,52547,10,FALSE,0.528,2,15,11,1,0,0,2,87,126
27029,29858,Dairy,128,for_profit,71,FALSE,1,3040,3,3040,204,0,FALSE,0.189,4,8,13,2,1,3,1,123,65
27030,28797,SNB,128,for_profit,28,TRUE,2,2176,3,2176,146,0,FALSE,0,2,17,10,2,0,1,1,94,91
27031,28916,Dairy,96,for_profit,68,FALSE,4,1173909,3,941964.2493923295,78905,10,FALSE,0.541,2,13,11,1,0,0,1,54,141
27032,30146,Forest,64,for_profit,64,FALSE,3,275245,3,157815.4694819278,18501,15,FALSE,0.444,2,11,12,0,0,0,0,127,53
27033,30289,Dairy,112,for_profit,72,TRUE,1,2400,3,1925.800209847263,161,10,FALSE,0.001,2,14,8,2,2,2,2,125,42
27034,30364,Forest,32,for_profit,52,FALSE,3,121162,3,97222.41876063087,8144,10,FALSE,0.572,1,12,14,0,0,0,0,121,225
27035,29171,Dairy,240,for_profit,61,FALSE,2,2967320,3,2967320,199451,5,FALSE,0.58,4,16,14,3,0,4,4,116,119
27036,30256,Forest,112,pro_environmental,59,FALSE,3,385330,3,220934.20354764388,25900,15,FALSE,0.381,4,11,10,1,0,0,0,129,43
27037,30227,Dairy,176,for_profit,63,FALSE,2,2021838,3,622378.8718712394,135899,20,FALSE,0.256,2,8,12,0,0,1,1,98,243
27038,30201,SNB,176,for_profit,73,FALSE,1,0,0,0,0,21,TRUE,0,2,12,17,0,0,1,0,24,268
27039,30350,Forest,144,for_profit,73,FALSE,2,0,0,0,0,21,TRUE,0,2,12,11,0,0,1,0,59,158
27040,29319,Dairy,160,for_profit,58,FALSE,2,2416828,3,1939303.2789853087,162449,10,FALSE,0.622,2,13,13,0,1,0,1,47,143
27041,30365,Crop,144,for_profit,49,TRUE,4,1957134,3,1122149.4343186736,131550,15,FALSE,0.382,2,12,10,1,0,0,0,120,74
27042,29305,Forest,64,for_profit,56,FALSE,3,255126,3,255126,17148,5,FALSE,0.584,2,14,11,0,0,0,0,127,76
27043,30301,Dairy,256,pro_environmental,68,FALSE,3,3263425,3,1871129.1703539037,219353,15,FALSE,0.47,2,11,17,1,0,0,0,91,111
27044,28775,Dairy,64,for_profit,41,FALSE,3,749639,3,749639,50388,5,FALSE,0.672,2,9,13,0,1,0,0,105,139
27045,29918,SNB,272,pro_environmental,67,TRUE,3,5376,3,5376,361,0,FALSE,0,4,12,10,0,0,4,1,12,314
27046,29316,Forest,64,for_profit,74,FALSE,1,0,0,0,0,21,TRUE,0,1,12,12,0,0,0,0,144,88
27047,29446,SNB,352,pro_environmental,81,FALSE,3,0,0,0,0,21,TRUE,0,1,11,10,0,0,0,0,129,206
27048,29417,Dairy,160,for_profit,51,FALSE,3,1901256,3,1901256,127794,5,FALSE,0.713,3,14,12,2,0,0,0,122,133
27049,28917,Dairy,64,for_profit,65,FALSE,2,734998,3,734998,49403,5,FALSE,0.698,2,12,10,0,0,1,0,147,215
27050,30336,SNB,208,for_profit,66,FALSE,2,3840,3,3840,258,0,FALSE,0.166,7,12,10,4,0,0,4,95,80
27051,30587,Forest,160,for_profit,54,FALSE,2,524263,3,524263,114475,20,FALSE,0.499,2,12,16,1,0,0,0,18,275
27052,29040,SNB,112,for_profit,63,FALSE,3,154778,3,154778,10404,5,FALSE,0.69,2,9,10,2,0,2,2,103,211
27053,30420,Dairy,96,pro_environmental,38,FALSE,2,1247125,3,1247125,83826,5,FALSE,0.731,4,11,19,1,4,4,3,145,211
27054,29484,Dairy,64,for_profit,63,FALSE,2,900344,3,900344,60517,5,FALSE,0.729,2,16,11,0,0,1,0,133,213
27055,29742,Dairy,80,for_profit,68,FALSE,2,320,3,320,22,5,FALSE,0,1,14,14,0,0,1,0,83,197
27056,29682,Forest,32,for_profit,67,FALSE,3,145235,3,116538.99728215302,9762,10,FALSE,0.534,1,13,13,0,0,0,0,110,99
27057,28873,Dairy,80,for_profit,67,FALSE,2,931493,3,534084.1981294097,62611,15,FALSE,0.393,2,15,12,0,2,0,0,9,310
27058,29215,SNB,96,pro_environmental,45,FALSE,2,942674,3,540494.9767603655,63362,15,FALSE,0.305,2,14,12,0,0,0,0,85,260
27059,29574,Forest,144,for_profit,59,FALSE,4,752910,3,431691.2028470572,50607,15,FALSE,0.434,1,11,11,0,0,0,0,92,185
27060,29576,Dairy,112,for_profit,61,FALSE,2,0,0,0,0,21,TRUE,0,1,13,14,0,0,1,0,48,259
27061,28768,SNB,128,for_profit,50,FALSE,3,181625,3,145738.94296396215,12208,10,FALSE,0.477,2,6,11,0,0,0,0,142,196
